,base_name,label,x,y,r,complete
53,VID_20220217_111836_F0.png,val_1,319,160,NULL,False
54,VID_20220217_111836_F0.png,baya,779,303,24.40255,True
56,VID_20220217_111836_F0.png,baya,584,327,23.9358,True
58,VID_20220217_111836_F0.png,baya,876,345,20.2776,True
60,VID_20220217_111836_F0.png,baya,703,383,25.84057,True
62,VID_20220217_111836_F0.png,keypoint,451,600,NULL,False
64,VID_20220217_111836_F0.png,cal_1,484,161,NULL,False
65,VID_20220217_111836_F0.png,baya,830,354,23.6601,True
68,VID_20220217_111836_F0.png,val_2,402,160,NULL,False
69,VID_20220217_111836_F0.png,baya,804,334,23.60361,True
71,VID_20220217_111836_F0.png,baya,752,381,24.67064,True
73,VID_20220217_111836_F0.png,keypoint,273,660,NULL,False
74,VID_20220217_111836_F0.png,baya,727,264,21.23502,True
0,VID_20220217_111803_F0.png,baya,546,250,28.91404,True
2,VID_20220217_111803_F0.png,baya,520,488,30.08751,True
4,VID_20220217_111803_F0.png,baya,1033,243,21.85154,True
6,VID_20220217_111803_F0.png,baya,580,222,28.63045,True
8,VID_20220217_111803_F0.png,baya,658,259,28.78976,True
10,VID_20220217_111803_F0.png,baya,1055,306,27.28003,True
12,VID_20220217_111803_F0.png,baya,754,363,27.41071,True
14,VID_20220217_111803_F0.png,baya,875,390,28.17883,True
16,VID_20220217_111803_F0.png,baya,634,490,30.87128,True
19,VID_20220217_111803_F0.png,val_1,299,196,NULL,False
20,VID_20220217_111803_F0.png,baya,454,287,28.41533,True
22,VID_20220217_111803_F0.png,baya,556,432,30.25652,True
25,VID_20220217_111803_F0.png,baya,1061,269,22.59779,True
28,VID_20220217_111803_F0.png,baya,800,345,26.79239,True
30,VID_20220217_111803_F0.png,baya,646,549,31.28209,True
32,VID_20220217_111803_F0.png,baya,735,496,30.6862,True
34,VID_20220217_111803_F0.png,baya,980,345,31.46824,True
36,VID_20220217_111803_F0.png,baya,622,275,25.9609,True
38,VID_20220217_111803_F0.png,baya,646,327,31.16879,True
40,VID_20220217_111803_F0.png,baya,611,375,30.81039,True
43,VID_20220217_111803_F0.png,cal_2,618,178,NULL,False
44,VID_20220217_111803_F0.png,baya,770,499,25.93466,True
46,VID_20220217_111803_F0.png,baya,630,215,27.03368,True
48,VID_20220217_111803_F0.png,val_2,328,194,NULL,False
50,VID_20220217_111803_F0.png,baya,701,448,28.4466,True
52,VID_20220217_111803_F0.png,baya,486,241,28.522,True
54,VID_20220217_111803_F0.png,baya,756,445,30.00941,True
56,VID_20220217_111803_F0.png,baya,684,499,29.80204,True
58,VID_20220217_111803_F0.png,baya,578,297,28.94693,True
60,VID_20220217_111803_F0.png,baya,890,299,28.96236,True
62,VID_20220217_111803_F0.png,baya,702,233,24.91446,True
64,VID_20220217_111803_F0.png,baya,596,594,29.39867,True
66,VID_20220217_111803_F0.png,baya,789,303,27.32257,True
68,VID_20220217_111803_F0.png,baya,573,493,31.9688,True
70,VID_20220217_111803_F0.png,baya,850,433,28.00362,True
72,VID_20220217_111803_F0.png,baya,657,417,29.24672,True
74,VID_20220217_111803_F0.png,keypoint,530,583,NULL,False
75,VID_20220217_111803_F0.png,baya,927,388,28.44127,True
77,VID_20220217_111803_F0.png,keypoint,811,661,NULL,False
78,VID_20220217_111803_F0.png,baya,645,258,22.0843,True
80,VID_20220217_111803_F0.png,cal_1,559,181,NULL,False
82,VID_20220217_111803_F0.png,baya,838,291,28.58282,True
85,VID_20220217_111803_F0.png,val_2,385,191,NULL,False
86,VID_20220217_111803_F0.png,keypoint,847,525,NULL,False
87,VID_20220217_111803_F0.png,baya,841,382,31.12659,True
89,VID_20220217_111803_F0.png,baya,712,332,29.50812,True
91,VID_20220217_111803_F0.png,val_1,241,200,NULL,False
93,VID_20220217_111803_F0.png,baya,844,343,30.4545,True
95,VID_20220217_111803_F0.png,keypoint,401,657,NULL,False
96,VID_20220217_111803_F0.png,baya,674,372,28.80538,True
98,VID_20220217_111803_F0.png,baya,953,271,28.61784,True
100,VID_20220217_111803_F0.png,baya,666,308,29.257,True
102,VID_20220217_111803_F0.png,baya,533,330,30.51332,True
104,VID_20220217_111803_F0.png,baya,495,275,30.14326,True
106,VID_20220217_111803_F0.png,baya,735,287,27.54396,True
109,VID_20220217_111803_F0.png,baya,453,415,23.13105,True
111,VID_20220217_111803_F0.png,baya,1012,312,28.46928,True
113,VID_20220217_111803_F0.png,baya,943,308,27.49396,True
115,VID_20220217_111803_F0.png,baya,895,352,30.4394,True
117,VID_20220217_111803_F0.png,baya,1004,272,27.29432,True
119,VID_20220217_111803_F0.png,baya,760,310,27.2873,True
121,VID_20220217_111803_F0.png,baya,669,207,24.68141,True
123,VID_20220217_111803_F0.png,baya,793,405,28.99734,True
125,VID_20220217_111803_F0.png,baya,899,264,25.87482,True
127,VID_20220217_111803_F0.png,baya,722,400,27.20766,True
129,VID_20220217_111803_F0.png,baya,992,260,28.62324,True
131,VID_20220217_111803_F0.png,baya,950,388,29.57436,True
0,VID_20220217_111735_F0.png,keypoint,778,137,NULL,False
1,VID_20220217_111735_F0.png,baya,505,406,23.79113,True
3,VID_20220217_111735_F0.png,baya,405,442,22.37148,True
6,VID_20220217_111735_F0.png,baya,443,318,20.39891,True
8,VID_20220217_111735_F0.png,baya,503,327,24.80735,True
12,VID_20220217_111735_F0.png,val_1,899,545,NULL,False
14,VID_20220217_111735_F0.png,cal_1,744,543,NULL,False
15,VID_20220217_111735_F0.png,baya,466,349,21.25285,True
17,VID_20220217_111735_F0.png,baya,551,438,22.67479,True
19,VID_20220217_111735_F0.png,keypoint,268,230,NULL,False
20,VID_20220217_111735_F0.png,baya,363,426,22.89268,True
22,VID_20220217_111735_F0.png,baya,294,399,21.2182,True
24,VID_20220217_111735_F0.png,baya,346,390,23.36452,True
26,VID_20220217_111735_F0.png,baya,401,398,24.58641,True
29,VID_20220217_111735_F0.png,baya,630,436,21.71407,True
31,VID_20220217_111735_F0.png,baya,442,419,23.45169,True
33,VID_20220217_111735_F0.png,baya,590,349,21.70477,True
36,VID_20220217_111735_F0.png,baya,559,481,22.02756,True
38,VID_20220217_111735_F0.png,val_1,847,545,NULL,False
40,VID_20220217_111735_F0.png,baya,313,358,21.35453,True
42,VID_20220217_111735_F0.png,keypoint,873,295,NULL,False
43,VID_20220217_111735_F0.png,baya,558,325,21.83452,True
45,VID_20220217_111735_F0.png,val_2,770,543,NULL,False
47,VID_20220217_111735_F0.png,keypoint,656,205,NULL,False
48,VID_20220217_111735_F0.png,baya,459,389,23.72004,True
50,VID_20220217_111735_F0.png,cal_2,692,543,NULL,False
52,VID_20220217_111735_F0.png,baya,428,362,22.85013,True
54,VID_20220217_111735_F0.png,baya,496,435,20.2717,True
56,VID_20220217_111735_F0.png,baya,367,371,21.27225,True
58,VID_20220217_111735_F0.png,baya,527,461,20.59422,True
60,VID_20220217_111735_F0.png,baya,593,466,19.90789,True
62,VID_20220217_111735_F0.png,baya,447,451,22.31068,True
64,VID_20220217_111735_F0.png,baya,402,336,23.33871,True
66,VID_20220217_111735_F0.png,baya,325,430,23.09342,True
69,VID_20220217_111735_F0.png,val_2,821,544,NULL,False
1,VID_20220217_111708_F0.png,val_2,440,171,NULL,False
2,VID_20220217_111708_F0.png,baya,832,302,23.5841,True
4,VID_20220217_111708_F0.png,baya,619,411,20.59126,True
6,VID_20220217_111708_F0.png,baya,592,348,21.63399,True
8,VID_20220217_111708_F0.png,baya,803,337,18.44484,True
10,VID_20220217_111708_F0.png,baya,896,294,19.98934,True
12,VID_20220217_111708_F0.png,baya,694,376,21.36764,True
14,VID_20220217_111708_F0.png,baya,845,344,20.55482,True
16,VID_20220217_111708_F0.png,baya,598,272,19.38356,True
19,VID_20220217_111708_F0.png,keypoint,444,412,NULL,False
20,VID_20220217_111708_F0.png,baya,883,262,19.89593,True
23,VID_20220217_111708_F0.png,val_2,389,171,NULL,False
25,VID_20220217_111708_F0.png,val_1,313,172,NULL,False
27,VID_20220217_111708_F0.png,baya,883,322,19.86258,True
29,VID_20220217_111708_F0.png,baya,570,400,20.91232,True
31,VID_20220217_111708_F0.png,baya,546,210,289.14629,True
33,VID_20220217_111708_F0.png,baya,553,366,18.52998,True
35,VID_20220217_111708_F0.png,baya,681,331,22.66931,True
37,VID_20220217_111708_F0.png,keypoint,923,460,NULL,False
38,VID_20220217_111708_F0.png,baya,731,264,20.97151,True
40,VID_20220217_111708_F0.png,baya,879,283,23.01216,True
43,VID_20220217_111708_F0.png,baya,762,330,21.4016,True
45,VID_20220217_111708_F0.png,baya,745,283,20.97948,True
47,VID_20220217_111708_F0.png,keypoint,554,496,NULL,False
48,VID_20220217_111708_F0.png,baya,804,307,16.75238,True
50,VID_20220217_111708_F0.png,baya,565,317,19.7346,True
53,VID_20220217_111708_F0.png,val_1,364,171,NULL,False
54,VID_20220217_111708_F0.png,baya,630,383,22.51958,True
56,VID_20220217_111708_F0.png,baya,682,398,22.96256,True
58,VID_20220217_111708_F0.png,keypoint,439,567,NULL,False
59,VID_20220217_111708_F0.png,baya,726,351,22.85371,True
62,VID_20220217_111708_F0.png,cal_2,516,170,NULL,False
63,VID_20220217_111708_F0.png,cal_1,465,171,NULL,False
65,VID_20220217_111708_F0.png,baya,836,257,18.91305,True
67,VID_20220217_111708_F0.png,baya,829,278,21.2552,True
69,VID_20220217_111708_F0.png,baya,701,293,21.52928,True
71,VID_20220217_111708_F0.png,baya,785,288,21.54896,True
74,VID_20220217_111708_F0.png,baya,645,287,23.13704,True
76,VID_20220217_111708_F0.png,baya,776,358,19.5728,True
78,VID_20220217_111708_F0.png,baya,728,304,21.33624,True
0,VID_20220217_111639_F0.png,baya,780,325,22.8425,True
2,VID_20220217_111639_F0.png,baya,830,314,23.53853,True
4,VID_20220217_111639_F0.png,keypoint,329,458,NULL,False
6,VID_20220217_111639_F0.png,baya,873,310,24.06398,True
8,VID_20220217_111639_F0.png,baya,914,319,17.49017,True
10,VID_20220217_111639_F0.png,baya,926,368,15.34968,True
12,VID_20220217_111639_F0.png,baya,649,361,22.25402,True
15,VID_20220217_111639_F0.png,val_1,363,185,NULL,False
16,VID_20220217_111639_F0.png,baya,876,378,23.13587,True
18,VID_20220217_111639_F0.png,keypoint,435,633,NULL,False
19,VID_20220217_111639_F0.png,baya,681,461,19.26376,True
21,VID_20220217_111639_F0.png,baya,820,402,18.56588,True
23,VID_20220217_111639_F0.png,baya,805,352,19.1105,True
25,VID_20220217_111639_F0.png,baya,616,382,21.37094,True
27,VID_20220217_111639_F0.png,baya,693,342,21.34477,True
29,VID_20220217_111639_F0.png,val_1,306,184,NULL,False
31,VID_20220217_111639_F0.png,baya,781,377,19.68059,True
34,VID_20220217_111639_F0.png,baya,901,397,24.18296,True
36,VID_20220217_111639_F0.png,baya,788,428,20.7633,True
38,VID_20220217_111639_F0.png,baya,627,318,21.24953,True
40,VID_20220217_111639_F0.png,val_2,391,185,NULL,False
42,VID_20220217_111639_F0.png,baya,671,363,22.32761,True
44,VID_20220217_111639_F0.png,baya,666,323,20.97179,True
47,VID_20220217_111639_F0.png,val_2,448,186,NULL,False
49,VID_20220217_111639_F0.png,baya,594,344,20.76691,True
51,VID_20220217_111639_F0.png,baya,891,330,18.58843,True
53,VID_20220217_111639_F0.png,cal_1,476,186,NULL,False
55,VID_20220217_111639_F0.png,baya,706,432,21.48648,True
58,VID_20220217_111639_F0.png,cal_2,533,187,NULL,False
59,VID_20220217_111639_F0.png,baya,736,396,23.29931,True
61,VID_20220217_111639_F0.png,baya,720,365,21.63418,True
64,VID_20220217_111639_F0.png,baya,730,329,17.65282,True
66,VID_20220217_111639_F0.png,keypoint,909,591,NULL,False
67,VID_20220217_111639_F0.png,keypoint,568,557,NULL,False
0,VID_20220217_111606_F0.png,baya,690,252,22.75936,True
2,VID_20220217_111606_F0.png,baya,852,426,19.43928,True
4,VID_20220217_111606_F0.png,baya,789,399,21.18631,True
7,VID_20220217_111606_F0.png,keypoint,594,519,NULL,False
8,VID_20220217_111606_F0.png,baya,749,411,22.30431,True
11,VID_20220217_111606_F0.png,val_1,401,168,NULL,False
13,VID_20220217_111606_F0.png,baya,880,369,22.25798,True
15,VID_20220217_111606_F0.png,baya,841,366,17.87512,True
17,VID_20220217_111606_F0.png,baya,760,305,23.52283,True
19,VID_20220217_111606_F0.png,baya,869,387,23.2254,True
21,VID_20220217_111606_F0.png,baya,886,426,19.41292,True
23,VID_20220217_111606_F0.png,baya,817,437,20.1257,True
25,VID_20220217_111606_F0.png,baya,825,397,18.4529,True
27,VID_20220217_111606_F0.png,keypoint,369,425,NULL,False
28,VID_20220217_111606_F0.png,keypoint,468,589,NULL,False
30,VID_20220217_111606_F0.png,baya,657,354,22.39413,True
32,VID_20220217_111606_F0.png,baya,913,398,21.01269,True
34,VID_20220217_111606_F0.png,baya,781,354,21.67948,True
36,VID_20220217_111606_F0.png,cal_1,508,170,NULL,False
38,VID_20220217_111606_F0.png,baya,644,282,19.614,True
40,VID_20220217_111606_F0.png,baya,852,342,20.7711,True
42,VID_20220217_111606_F0.png,baya,712,366,22.6333,True
44,VID_20220217_111606_F0.png,baya,933,391,15.13214,True
46,VID_20220217_111606_F0.png,val_1,348,168,NULL,False
48,VID_20220217_111606_F0.png,val_2,427,169,NULL,False
50,VID_20220217_111606_F0.png,baya,792,310,22.10797,True
52,VID_20220217_111606_F0.png,keypoint,914,551,NULL,False
54,VID_20220217_111606_F0.png,cal_2,561,171,NULL,False
55,VID_20220217_111606_F0.png,baya,706,419,21.80496,True
58,VID_20220217_111606_F0.png,baya,933,425,20.4395,True
60,VID_20220217_111606_F0.png,baya,732,297,18.37132,True
62,VID_20220217_111606_F0.png,baya,756,364,21.32268,True
64,VID_20220217_111606_F0.png,baya,668,398,21.81817,True
66,VID_20220217_111606_F0.png,baya,700,273,19.39201,True
69,VID_20220217_111606_F0.png,val_2,481,170,NULL,False
70,VID_20220217_111606_F0.png,baya,817,334,20.53731,True
0,VID_20220217_111542_F0.png,baya,822,287,23.31386,False
2,VID_20220217_111542_F0.png,keypoint,658,506,NULL,False
3,VID_20220217_111542_F0.png,baya,702,388,20.81655,True
5,VID_20220217_111542_F0.png,val_1,412,184,NULL,False
8,VID_20220217_111542_F0.png,val_2,537,182,NULL,False
10,VID_20220217_111542_F0.png,baya,887,360,21.63041,True
13,VID_20220217_111542_F0.png,val_1,462,183,NULL,False
15,VID_20220217_111542_F0.png,cal_2,740,178,NULL,False
16,VID_20220217_111542_F0.png,baya,846,363,24.38081,True
18,VID_20220217_111542_F0.png,baya,928,289,21.75206,True
20,VID_20220217_111542_F0.png,baya,741,328,20.00926,False
22,VID_20220217_111542_F0.png,baya,926,319,21.92429,False
24,VID_20220217_111542_F0.png,baya,762,295,22.51503,False
26,VID_20220217_111542_F0.png,baya,803,314,26.03408,False
28,VID_20220217_111542_F0.png,baya,774,297,22.91407,True
30,VID_20220217_111542_F0.png,baya,905,322,19.55838,True
32,VID_20220217_111542_F0.png,baya,846,293,21.55318,True
35,VID_20220217_111542_F0.png,cal_1,689,179,NULL,False
37,VID_20220217_111542_F0.png,baya,881,287,24.57171,True
39,VID_20220217_111542_F0.png,baya,765,341,23.83008,True
42,VID_20220217_111542_F0.png,baya,814,345,20.72773,True
44,VID_20220217_111542_F0.png,baya,734,366,19.14782,True
46,VID_20220217_111542_F0.png,val_2,487,183,NULL,False
48,VID_20220217_111542_F0.png,keypoint,536,581,NULL,False
49,VID_20220217_111542_F0.png,keypoint,922,528,NULL,False
50,VID_20220217_111542_F0.png,baya,867,328,24.73129,True
53,VID_20220217_111542_F0.png,baya,676,326,21.04899,True
55,VID_20220217_111542_F0.png,baya,777,362,20.4266,False
57,VID_20220217_111542_F0.png,baya,888,278,21.01878,False
58,VID_20220217_111542_F0.png,baya,850,278,24.93911,False
60,VID_20220217_111542_F0.png,baya,721,304,21.13935,False
62,VID_20220217_111542_F0.png,baya,682,354,19.80112,False
64,VID_20220217_111542_F0.png,baya,762,375,20.29636,True
66,VID_20220217_111542_F0.png,baya,765,393,19.30627,False
68,VID_20220217_111542_F0.png,baya,803,373,22.38702,True
70,VID_20220217_111542_F0.png,baya,826,395,18.7501,False
72,VID_20220217_111542_F0.png,baya,861,381,19.23517,False
74,VID_20220217_111542_F0.png,keypoint,975,431,NULL,False
0,VID_20220217_111509_F0.png,baya,729,374,22.42231,True
2,VID_20220217_111509_F0.png,val_2,431,198,NULL,False
4,VID_20220217_111509_F0.png,baya,675,424,20.31324,True
6,VID_20220217_111509_F0.png,baya,795,383,22.62202,True
8,VID_20220217_111509_F0.png,val_1,352,198,NULL,False
13,VID_20220217_111509_F0.png,cal_2,562,200,NULL,False
14,VID_20220217_111509_F0.png,baya,761,340,23.28142,True
16,VID_20220217_111509_F0.png,baya,726,413,21.50767,True
18,VID_20220217_111509_F0.png,keypoint,912,578,NULL,False
19,VID_20220217_111509_F0.png,keypoint,374,453,NULL,False
20,VID_20220217_111509_F0.png,keypoint,471,617,NULL,False
21,VID_20220217_111509_F0.png,keypoint,596,545,NULL,False
22,VID_20220217_111509_F0.png,baya,828,357,20.14757,True
25,VID_20220217_111509_F0.png,val_1,404,198,NULL,False
26,VID_20220217_111509_F0.png,baya,650,395,21.37773,True
29,VID_20220217_111509_F0.png,baya,694,338,22.67109,True
33,VID_20220217_111509_F0.png,val_2,483,199,NULL,False
34,VID_20220217_111509_F0.png,baya,849,319,23.10703,True
36,VID_20220217_111509_F0.png,cal_1,510,199,NULL,False
38,VID_20220217_111509_F0.png,baya,798,316,22.75427,True
40,VID_20220217_111509_F0.png,baya,688,338,22.70683,False
42,VID_20220217_111509_F0.png,baya,666,362,23.43075,True
44,VID_20220217_111509_F0.png,baya,643,351,20.86692,False
46,VID_20220217_111509_F0.png,baya,859,332,21.73624,False
48,VID_20220217_111509_F0.png,baya,779,405,22.35125,False
50,VID_20220217_111509_F0.png,baya,752,326,23.49526,False
52,VID_20220217_111509_F0.png,baya,817,301,21.11318,False
54,VID_20220217_111509_F0.png,baya,816,378,20.99077,False
55,VID_20220217_111509_F0.png,baya,718,362,21.98487,True
0,VID_20220217_111441_F0.png,baya,535,253,24.06928,True
2,VID_20220217_111441_F0.png,baya,781,270,27.1969,True
4,VID_20220217_111441_F0.png,baya,908,301,22.11802,False
6,VID_20220217_111441_F0.png,baya,758,249,21.0629,False
8,VID_20220217_111441_F0.png,baya,643,466,27.65731,False
10,VID_20220217_111441_F0.png,baya,541,331,22.51201,False
12,VID_20220217_111441_F0.png,baya,608,255,20.71754,False
14,VID_20220217_111441_F0.png,baya,707,514,21.99009,False
16,VID_20220217_111441_F0.png,baya,869,293,26.79729,False
18,VID_20220217_111441_F0.png,baya,593,527,21.62601,True
20,VID_20220217_111441_F0.png,baya,740,479,18.96198,True
21,VID_20220217_111441_F0.png,baya,723,377,20.94017,False
23,VID_20220217_111441_F0.png,baya,766,374,23.25303,False
25,VID_20220217_111441_F0.png,baya,808,375,22.52084,False
27,VID_20220217_111441_F0.png,baya,846,371,22.43848,False
29,VID_20220217_111441_F0.png,baya,900,376,22.95709,True
30,VID_20220217_111441_F0.png,baya,841,379,25.48016,False
31,VID_20220217_111441_F0.png,baya,797,388,23.09101,False
32,VID_20220217_111441_F0.png,baya,750,387,25.19815,False
33,VID_20220217_111441_F0.png,baya,919,339,18.5133,False
34,VID_20220217_111441_F0.png,baya,728,267,24.03082,True
36,VID_20220217_111441_F0.png,baya,690,335,23.94264,True
38,VID_20220217_111441_F0.png,baya,815,348,21.70105,True
40,VID_20220217_111441_F0.png,baya,619,433,26.74762,True
42,VID_20220217_111441_F0.png,val_2,387,220,NULL,False
45,VID_20220217_111441_F0.png,baya,650,389,24.80678,True
48,VID_20220217_111441_F0.png,baya,692,460,22.69223,True
50,VID_20220217_111441_F0.png,baya,821,302,28.01,True
52,VID_20220217_111441_F0.png,baya,625,313,29.15782,True
54,VID_20220217_111441_F0.png,baya,901,325,23.92954,True
56,VID_20220217_111441_F0.png,baya,861,332,27.89265,True
58,VID_20220217_111441_F0.png,baya,563,314,25.86079,True
60,VID_20220217_111441_F0.png,baya,887,365,22.87936,True
62,VID_20220217_111441_F0.png,baya,592,359,27.55025,True
64,VID_20220217_111441_F0.png,baya,642,268,21.56015,True
66,VID_20220217_111441_F0.png,baya,572,427,25.03818,True
70,VID_20220217_111441_F0.png,cal_2,660,215,NULL,False
71,VID_20220217_111441_F0.png,cal_1,605,217,NULL,False
73,VID_20220217_111441_F0.png,val_1,306,220,NULL,False
75,VID_20220217_111441_F0.png,baya,570,260,21.00381,True
78,VID_20220217_111441_F0.png,baya,586,550,25.93192,True
80,VID_20220217_111441_F0.png,baya,684,277,22.02045,True
82,VID_20220217_111441_F0.png,baya,551,514,24.44992,True
85,VID_20220217_111441_F0.png,val_2,441,219,NULL,False
86,VID_20220217_111441_F0.png,baya,758,344,26.4335,True
89,VID_20220217_111441_F0.png,val_1,360,220,NULL,False
90,VID_20220217_111441_F0.png,baya,745,301,26.00812,True
92,VID_20220217_111441_F0.png,keypoint,432,654,NULL,False
93,VID_20220217_111441_F0.png,baya,593,458,22.66254,False
95,VID_20220217_111441_F0.png,baya,677,493,22.68692,False
97,VID_20220217_111441_F0.png,baya,649,522,23.35535,True
99,VID_20220217_111441_F0.png,baya,692,544,22.96821,True
101,VID_20220217_111441_F0.png,baya,625,536,24.76249,False
102,VID_20220217_111441_F0.png,keypoint,557,578,NULL,False
